date,open,high,low,close,volume,adj close
2012-02-01,92.79,93.24,91.99,92.7,2013800,92.26
2012-01-31,92.33,92.33,90.42,91.49,1723900,91.06
2012-01-30,92.11,92.34,91.5,92.16,1723400,91.73
2012-01-27,92.24,93.48,91.78,92.95,1910600,92.51
2012-01-26,92.75,93.5,92.27,92.74,1659200,92.3
2012-01-25,90.69,92.63,90.07,92.59,1727400,92.16
2012-01-24,90.4,91.2,89.67,90.79,1467800,90.36
2012-01-23,91.74,92.52,90.52,91.06,1662900,90.63
2012-01-20,92.59,92.6,91.25,91.57,2448100,91.14
2012-01-19,91.68,93.52,91.45,93.04,2781500,92.6
2012-01-18,90.05,91.46,89.88,91.14,2189600,90.71
2012-01-17,90.14,90.86,89.07,89.98,2424800,89.56
2012-01-13,90.02,90.5,88.85,90.37,2659800,89.95
2012-01-12,90.08,91.4,89.89,91.19,3324400,90.76
2012-01-11,88.08,90.03,87.77,89.76,3055300,89.34
2012-01-10,87.16,89.4,87.15,88.51,3403000,88.09
2012-01-09,85.84,85.98,85.24,85.85,1659600,85.45
2012-01-06,84.56,86.06,84.53,85.49,2156700,85.09
2012-01-05,84.42,84.49,82.79,84.09,2218600,83.7
2012-01-04,84.73,85.17,84.21,84.96,1443400,84.56
2012-01-03,85.47,85.91,84.48,85.17,2210000,84.77
2011-12-30,84.47,84.51,83.33,83.51,1447200,83.12
2011-12-29,83.4,84.39,83.0,84.31,1313300,83.91
2011-12-28,84.57,84.7,82.78,82.97,1561800,82.58
2011-12-27,84.82,85.41,84.57,84.7,1127600,84.3
2011-12-23,84.72,85.05,83.81,84.92,1247700,84.52
2011-12-22,84.56,85.36,84.03,84.47,1247900,84.07
2011-12-21,83.6,84.31,82.38,84.24,1854600,83.84
2011-12-20,82.98,84.39,82.77,83.81,2591400,83.42
2011-12-19,84.75,85.42,80.91,81.35,3132100,80.97
2011-12-16,84.1,86.37,83.92,84.89,5314900,84.49
2011-12-15,80.14,83.81,79.97,83.47,9170500,83.08
2011-12-14,78.67,79.07,76.95,77.29,4152100,76.93
2011-12-13,82.09,82.41,78.29,78.96,3509400,78.59
2011-12-12,81.94,82.18,80.95,81.63,2377800,81.25
2011-12-09,82.69,83.64,82.02,83.24,1803400,82.85
2011-12-08,83.51,84.43,82.18,82.47,2654100,81.95
2011-12-07,82.48,84.66,82.05,84.19,2450100,83.66
2011-12-06,83.43,83.53,82.1,82.67,2109400,82.15
2011-12-05,83.86,84.22,82.38,83.2,2709800,82.68
2011-12-02,83.17,83.46,81.96,82.14,2646500,81.63
2011-12-01,82.52,82.75,81.61,82.03,2110000,81.52
2011-11-30,81.36,83.2,81.1,83.08,3545100,82.56
2011-11-29,79.47,80.38,78.41,78.58,2683100,78.09
2011-11-28,78.76,80.52,78.31,78.93,2627300,78.44
2011-11-25,76.5,77.38,76.06,76.08,1005200,75.6
2011-11-23,77.37,77.74,76.33,76.56,2053100,76.08
2011-11-22,79.04,79.37,77.95,78.21,1598200,77.72
2011-11-21,79.52,80.0,78.22,79.38,2036000,78.88
2011-11-18,81.19,82.16,80.8,81.22,2239700,80.71
2011-11-17,81.33,82.01,79.68,80.28,2236200,79.78
2011-11-16,81.8,83.12,81.42,81.49,1911400,80.98
2011-11-15,81.57,83.45,81.15,82.64,2675800,82.12
2011-11-14,81.62,82.37,80.78,81.41,1203200,80.9
2011-11-11,81.36,82.39,81.12,82.23,1814700,81.71
2011-11-10,80.35,80.6,79.4,80.12,1866800,79.62
2011-11-09,81.4,81.49,78.85,79.35,2199400,78.85
2011-11-08,82.38,83.13,81.26,83.01,1552000,82.49
2011-11-07,82.04,82.86,80.6,81.93,1867200,81.42
2011-11-04,81.79,82.21,80.31,82.01,1634300,81.5
2011-11-03,81.54,82.53,80.35,82.34,1781900,81.82
2011-11-02,80.9,81.34,79.53,80.57,1952900,80.07
2011-11-01,78.91,80.63,78.61,79.57,2703800,79.07
2011-10-31,83.42,84.16,81.8,81.83,2542900,81.32
2011-10-28,84.4,85.0,83.31,84.25,2882400,83.72
2011-10-27,83.51,85.75,82.93,84.73,4106700,84.2
2011-10-26,81.95,82.2,79.94,81.36,2958000,80.85
2011-10-25,80.51,81.86,79.2,80.72,3689200,80.21
2011-10-24,79.9,82.4,79.9,81.52,3549200,81.01
2011-10-21,77.42,79.92,77.18,79.34,4153200,78.84
2011-10-20,75.33,76.82,74.96,76.59,2634400,76.11
2011-10-19,75.69,76.15,74.97,75.28,2037300,74.81
2011-10-18,73.84,76.56,73.47,75.62,2486000,75.15
2011-10-17,75.47,75.55,73.65,73.97,2543600,73.51
2011-10-14,74.76,75.82,74.65,75.74,2272800,75.27
2011-10-13,74.42,74.42,73.26,73.87,3055800,73.41
2011-10-12,73.98,76.13,73.82,75.18,3034800,74.71
2011-10-11,73.25,73.7,72.6,73.43,2055700,72.97
2011-10-10,72.46,73.63,72.01,73.62,1957800,73.16
2011-10-07,72.31,72.46,70.88,71.06,3389600,70.61
2011-10-06,70.11,72.52,69.33,72.2,3260900,71.75
2011-10-05,68.04,70.92,67.68,70.41,4889800,69.97
2011-10-04,64.18,67.91,64.07,67.86,4400000,67.43
2011-10-03,66.9,67.92,64.97,65.15,4643600,64.74
2011-09-30,68.98,69.55,67.62,67.68,2730900,67.26
2011-09-29,70.46,70.81,68.24,69.7,3226500,69.26
2011-09-28,70.94,71.07,69.1,69.2,3511200,68.77
2011-09-27,71.51,71.62,70.12,70.53,4112700,70.09
2011-09-26,68.1,69.82,67.71,69.75,4467100,69.31
2011-09-23,66.86,68.43,66.61,67.3,4468200,66.88
2011-09-22,70.04,70.09,64.55,66.58,11368000,66.16
2011-09-21,75.0,75.32,72.5,72.5,4094900,72.05
2011-09-20,75.95,76.84,75.0,75.22,3036000,74.75
2011-09-19,74.99,76.16,74.68,75.76,2869600,75.29
2011-09-16,77.57,77.92,75.27,76.4,3689800,75.92
2011-09-15,77.0,77.33,75.64,77.08,2218300,76.6
2011-09-14,75.63,77.12,73.75,76.01,3146700,75.53
2011-09-13,73.64,75.46,73.11,74.97,3226900,74.5
2011-09-12,72.39,73.78,71.54,73.63,3259500,73.17
2011-09-09,74.04,75.08,72.9,73.4,2555400,72.94
2011-09-08,75.71,76.2,74.65,74.99,2543800,74.52
2011-09-07,74.88,76.64,74.34,76.27,3250400,75.66
2011-09-06,72.43,73.82,71.33,73.6,4053700,73.01
2011-09-02,75.95,76.49,74.46,74.9,2739400,74.3
2011-09-01,78.72,80.11,77.9,78.04,2814000,77.42
2011-08-31,79.52,80.71,78.17,78.72,3246500,78.09
2011-08-30,78.31,79.33,77.68,78.83,2065500,78.2
2011-08-29,76.67,78.79,76.67,78.75,2673300,78.12
2011-08-26,74.17,75.85,72.57,75.72,4011800,75.12
2011-08-25,77.29,77.44,74.15,74.76,2617400,74.16
2011-08-24,74.7,77.0,74.23,76.6,3685900,75.99
2011-08-23,73.57,74.79,72.67,74.79,3857900,74.19
2011-08-22,74.92,75.0,72.16,73.0,3420900,72.42
2011-08-19,74.11,75.77,72.89,73.16,3477900,72.58
2011-08-18,77.06,77.34,73.49,74.46,4502100,73.87
2011-08-17,80.52,81.27,78.47,79.13,2951400,78.5
2011-08-16,80.9,81.7,79.28,80.1,3826100,79.46
2011-08-15,81.2,81.98,80.15,81.85,2698900,81.2
2011-08-12,80.29,81.29,79.0,80.48,3280200,79.84
2011-08-11,75.78,81.3,75.67,79.88,4746300,79.24
2011-08-10,78.53,78.67,75.13,75.32,4640500,74.72
2011-08-09,79.19,79.89,75.5,79.75,4804200,79.12
2011-08-08,80.34,81.91,77.5,77.54,5679800,76.92
2011-08-05,83.22,83.72,80.18,82.36,5026700,81.7
2011-08-04,84.78,85.04,81.98,82.1,4364100,81.45
2011-08-03,84.6,86.0,83.46,85.74,4380700,85.06
2011-08-02,85.37,86.03,83.96,84.44,4101600,83.77
2011-08-01,88.05,88.05,85.02,86.0,4119600,85.32
2011-07-29,86.91,88.17,86.33,86.88,3024200,86.19
2011-07-28,89.44,90.18,87.74,87.86,3454700,87.16
2011-07-27,90.24,90.34,88.55,89.14,4036700,88.43
2011-07-26,90.43,91.45,88.7,91.0,4588900,90.28
2011-07-25,91.7,92.35,91.48,91.88,1867500,91.15
2011-07-22,93.26,93.62,92.2,92.79,1635200,92.05
2011-07-21,92.69,94.07,92.33,93.08,1984100,92.34
2011-07-20,92.01,92.81,91.3,92.19,2182100,91.46
2011-07-19,91.22,92.24,90.58,91.77,2550100,91.04
2011-07-18,91.8,91.89,90.05,90.46,3612000,89.74
2011-07-15,92.97,93.28,91.26,92.2,3206100,91.47
2011-07-14,94.46,94.98,92.78,93.06,2829000,92.32
2011-07-13,94.74,95.59,93.99,94.25,2133100,93.5
2011-07-12,94.7,95.09,93.81,94.08,2958900,93.33
2011-07-11,96.75,96.75,94.47,95.08,2534700,94.32
2011-07-08,97.24,97.7,96.96,97.56,2229100,96.78
2011-07-07,97.69,98.66,96.92,98.5,2958600,97.72
2011-07-06,95.58,97.07,95.56,96.78,2365900,96.01
2011-07-05,96.17,96.25,95.2,95.5,1870700,94.74
2011-07-01,94.68,96.83,94.56,96.52,2464600,95.75
2011-06-30,93.84,94.95,93.8,94.85,2079300,94.1
2011-06-29,94.5,94.91,93.1,93.63,2283700,92.88
2011-06-28,93.13,94.19,92.77,94.02,1762100,93.27
2011-06-27,91.97,93.0,91.61,92.85,1930900,92.11
2011-06-24,92.91,93.45,91.57,91.87,4282900,91.14
2011-06-23,91.12,93.45,90.6,92.96,4850000,92.22
2011-06-22,91.5,92.41,90.66,91.44,6023500,90.71
2011-06-21,88.43,89.48,81.22,89.13,3292100,88.42
2011-06-20,86.83,87.86,86.61,87.5,1809200,86.8
2011-06-17,87.26,87.69,86.67,86.99,2131400,86.3
2011-06-16,86.71,87.52,86.0,86.48,2095300,85.79
2011-06-15,86.43,87.29,86.1,86.49,2357200,85.8
2011-06-14,86.59,88.0,86.22,87.43,2732100,86.61
2011-06-13,85.92,86.15,84.95,85.92,2444400,85.11
2011-06-10,86.23,86.39,84.79,85.38,2707900,84.57
2011-06-09,86.08,86.79,85.8,86.21,2938200,85.4
2011-06-08,86.54,86.9,85.46,85.59,3320700,84.78
2011-06-07,87.95,88.23,86.68,86.76,3211800,85.94
2011-06-06,89.99,90.56,87.65,87.75,3268200,86.92
2011-06-03,90.32,91.0,89.9,90.15,2139300,89.3
2011-06-02,91.79,92.5,91.0,91.52,1958100,90.66
2011-06-01,93.95,94.39,91.41,91.43,3444300,90.57
2011-05-31,92.63,93.73,92.58,93.64,2378700,92.76
2011-05-27,91.85,92.35,91.6,91.9,1222100,91.03
2011-05-26,91.31,91.9,90.8,91.36,2346200,90.5
2011-05-25,91.84,92.3,90.82,91.84,1727900,90.97
2011-05-24,92.21,92.42,90.93,91.48,1604200,90.62
2011-05-23,92.56,92.69,91.05,92.04,2539500,91.17
2011-05-20,94.46,94.59,93.56,93.82,1377800,92.93
2011-05-19,94.01,94.65,93.5,94.58,1919700,93.69
2011-05-18,92.87,94.21,92.3,93.65,1923100,92.77
2011-05-17,92.85,92.92,92.05,92.59,2144000,91.72
2011-05-16,93.38,94.43,92.98,93.18,1939600,92.3
2011-05-13,95.17,95.5,93.5,93.58,2780400,92.7
2011-05-12,95.11,95.13,94.04,94.96,2235900,94.06
2011-05-11,95.43,96.5,94.79,95.16,2580200,94.26
2011-05-10,95.36,96.24,95.16,95.74,1658800,94.84
2011-05-09,95.6,95.64,94.56,94.91,1542000,94.01
2011-05-06,96.14,96.39,95.14,95.65,2520900,94.75
2011-05-05,92.16,95.99,91.8,95.29,3636400,94.39
2011-05-04,93.7,94.58,92.42,92.64,2292800,91.77
2011-05-03,94.0,94.78,93.63,94.22,1528300,93.33
2011-05-02,96.25,96.89,94.03,94.37,2280800,93.48
2011-04-29,95.55,96.25,95.3,95.67,1431400,94.77
2011-04-28,94.53,95.76,94.45,95.28,1614500,94.38
2011-04-27,94.65,94.99,93.37,94.8,1513500,93.91
2011-04-26,94.26,95.03,94.06,94.49,1900000,93.6
2011-04-25,93.75,94.13,92.9,93.85,1347000,92.96
2011-04-21,93.72,94.23,93.39,93.94,1816300,93.05
2011-04-20,93.0,94.19,92.36,93.23,1901200,92.35
2011-04-19,92.51,92.98,91.52,91.85,1678500,90.98
2011-04-18,91.34,92.24,91.1,91.96,2293200,91.09
2011-04-15,93.01,93.35,92.19,92.58,1976000,91.71
2011-04-14,92.94,93.99,92.66,92.94,2148800,92.06
2011-04-13,94.59,94.67,93.07,93.43,2108900,92.55
2011-04-12,92.17,94.4,91.96,94.08,3368000,93.19
2011-04-11,91.3,92.86,90.66,92.53,3345600,91.66
2011-04-08,93.85,94.18,90.82,91.16,2919300,90.3
2011-04-07,94.26,94.72,93.41,93.91,1475000,93.02
2011-04-06,95.16,95.35,93.8,94.59,1620200,93.7
2011-04-05,94.69,95.28,94.11,94.19,1436900,93.3
2011-04-04,95.01,95.42,94.46,95.12,1309700,94.22
2011-04-01,95.0,96.5,94.58,95.0,3424800,94.1
2011-03-31,93.21,94.41,93.02,93.55,1613500,92.67
2011-03-30,93.31,94.4,93.14,93.75,1639600,92.87
2011-03-29,92.93,93.3,92.13,93.04,1753900,92.16
2011-03-28,91.09,93.68,90.6,93.02,4364500,92.14
2011-03-25,90.87,91.06,89.85,90.28,2311000,89.43
2011-03-24,89.28,90.9,89.12,90.79,2527400,89.93
2011-03-23,87.83,89.38,87.05,88.96,1950600,88.12
2011-03-22,89.67,89.68,88.19,88.29,1950500,87.46
2011-03-21,90.37,90.48,89.61,89.86,2140600,89.01
2011-03-18,90.1,90.21,88.27,89.28,3956300,88.44
2011-03-17,89.79,90.4,87.49,87.89,6607500,87.06
2011-03-16,87.36,87.66,85.03,85.28,4906800,84.48
2011-03-15,86.02,89.06,85.97,87.79,3925800,86.84
2011-03-14,89.72,89.86,87.2,88.63,5338000,87.67
2011-03-11,90.08,91.25,89.86,90.71,2942900,89.73
2011-03-10,89.72,91.33,88.8,89.95,3273600,88.98
2011-03-09,89.53,91.0,89.0,90.78,2630800,89.8
2011-03-08,88.27,90.3,88.27,89.95,3590900,88.98
2011-03-07,88.88,89.38,87.11,88.26,3360200,87.31
2011-03-04,89.87,90.0,87.8,88.69,2747800,87.73
2011-03-03,88.33,90.58,88.18,89.79,4555900,88.82
2011-03-02,88.01,88.65,86.32,87.32,3989400,86.38
2011-03-01,90.57,90.58,87.6,87.88,4843700,86.93
2011-02-28,91.01,91.02,89.77,90.02,2299600,89.05
2011-02-25,90.57,90.92,89.75,89.88,2600500,88.91
2011-02-24,89.35,90.76,89.08,89.81,3940600,88.84
2011-02-23,93.1,93.11,87.54,89.25,7028500,88.29
2011-02-22,96.05,96.2,92.91,93.29,3847200,92.28
2011-02-18,97.86,98.52,97.31,98.32,2434800,97.26
2011-02-17,96.39,97.7,96.37,97.47,1513800,96.42
2011-02-16,96.37,97.1,95.9,96.84,2249500,95.8
2011-02-15,95.01,96.7,94.89,95.98,5403500,94.94
2011-02-14,95.03,95.7,93.81,93.99,2822100,92.98
2011-02-11,93.87,95.89,93.8,95.42,2038800,94.39
2011-02-10,91.31,94.69,91.31,94.44,3024600,93.42
2011-02-09,91.71,92.17,91.0,91.6,1762300,90.61
2011-02-08,91.38,92.4,91.17,92.05,1652500,91.06
2011-02-07,91.84,92.75,91.3,91.46,2144200,90.47
2011-02-04,91.6,91.82,90.54,91.74,1986800,90.75
2011-02-03,91.94,92.3,91.1,91.46,3933100,90.47
2011-02-02,92.07,92.13,90.52,90.8,4172700,89.82
2011-02-01,92.75,93.96,92.28,92.69,4049700,91.69
2011-01-31,91.0,91.5,90.01,90.32,3088700,89.35
2011-01-28,94.52,94.64,90.18,90.48,4654200,89.5
2011-01-27,94.41,94.84,93.8,94.36,1862300,93.34
2011-01-26,94.13,94.77,93.27,94.31,2180700,93.29
2011-01-25,94.03,94.35,93.3,93.99,1418600,92.98
2011-01-24,93.12,94.44,92.97,94.37,2037800,93.35
2011-01-21,94.42,94.64,92.87,93.34,1872300,92.33
2011-01-20,93.54,94.02,92.79,93.51,2253300,92.5
2011-01-19,95.63,95.72,93.57,94.34,2039200,93.32
2011-01-18,96.31,96.79,95.08,95.8,1565300,94.77
2011-01-14,95.65,97.0,95.31,95.83,2600400,94.8
2011-01-13,94.91,96.17,94.62,95.63,2725900,94.6
2011-01-12,93.92,95.14,93.28,95.0,3155100,93.98
2011-01-11,94.79,94.79,92.45,93.31,2635500,92.3
2011-01-10,93.01,94.98,92.25,94.06,2959000,93.05
2011-01-07,93.0,94.32,91.8,93.15,5209400,92.15
2011-01-06,93.7,93.93,92.91,93.1,1890000,92.1
2011-01-05,92.52,94.27,92.37,93.87,2351100,92.86
2011-01-04,93.38,93.87,92.06,93.12,2412600,92.12
2011-01-03,93.54,94.29,93.12,93.19,2037700,92.18
2010-12-31,92.53,93.41,92.41,93.01,1015100,92.01
2010-12-30,92.82,93.24,92.7,92.96,764900,91.96
2010-12-29,93.07,93.25,92.64,92.8,790100,91.8
2010-12-28,93.24,93.36,92.59,93.02,839400,92.02
2010-12-27,92.49,93.2,92.49,93.03,678100,92.03
2010-12-23,93.03,93.52,92.57,93.01,880200,92.01
2010-12-22,93.83,93.9,92.82,93.37,1246700,92.36
2010-12-21,93.8,94.49,93.47,93.69,1547300,92.68
2010-12-20,93.81,93.89,92.81,93.56,1604500,92.55
2010-12-17,94.23,94.31,92.24,93.07,2990100,92.07
2010-12-16,91.86,94.79,91.28,94.22,6865000,93.2
2010-12-15,93.33,93.5,92.39,92.39,2193200,91.39
2010-12-14,94.42,94.77,92.93,93.33,2353800,92.32
2010-12-13,94.9,95.19,94.26,94.31,2186900,93.29
2010-12-10,94.1,94.1,92.63,93.98,1752800,92.97
2010-12-09,93.67,94.28,93.3,94.09,2650400,93.07
2010-12-08,92.43,93.28,92.1,92.81,1401700,91.81
2010-12-07,94.18,94.6,92.64,92.66,3025500,91.66
2010-12-06,94.53,94.67,93.04,93.29,2323700,92.28
2010-12-03,94.51,95.48,94.36,95.0,1833900,93.98
2010-12-02,94.35,96.23,94.1,95.21,2399300,94.18
2010-12-01,93.24,95.0,93.1,93.99,3220300,92.98
2010-11-30,91.21,93.03,91.0,91.12,4810800,90.14
2010-11-29,89.0,91.98,88.47,91.59,5127600,90.6
2010-11-26,87.57,87.99,87.44,87.5,642600,86.56
2010-11-24,86.86,88.6,86.59,88.47,1936900,87.52
2010-11-23,86.32,86.9,85.81,86.14,1614300,85.21
2010-11-22,86.5,87.5,85.88,87.34,2326000,86.4
2010-11-19,87.35,87.97,86.55,86.79,1929600,85.85
2010-11-18,86.76,87.59,86.14,87.09,2153600,86.15
2010-11-17,86.12,86.73,85.35,85.63,1745000,84.59
2010-11-16,85.88,86.23,84.49,85.87,2382900,84.82
2010-11-15,87.68,88.25,86.23,86.39,2144000,85.34
2010-11-12,87.39,87.75,86.77,87.32,1533900,86.26
2010-11-11,87.48,88.45,87.35,87.98,1831400,86.91
2010-11-10,88.33,88.75,87.25,88.48,1468600,87.4
2010-11-09,90.42,90.65,87.79,88.12,2330600,87.05
2010-11-08,89.18,90.46,89.05,90.31,1995900,89.21
2010-11-05,88.73,90.55,88.73,90.0,2527100,88.9
2010-11-04,88.38,89.14,87.93,88.8,3501400,87.72
2010-11-03,87.0,88.38,85.84,87.44,2932400,86.38
2010-11-02,87.1,87.69,86.23,87.03,2040700,85.97
2010-11-01,87.69,88.77,86.04,86.42,2610300,85.37
2010-10-29,88.72,89.13,87.67,87.72,2062700,86.65
2010-10-28,88.7,89.18,87.57,88.83,2335900,87.75
2010-10-27,88.63,88.75,86.7,88.13,2352800,87.06
2010-10-26,88.97,90.3,88.25,89.64,1763300,88.55
2010-10-25,89.39,90.2,88.92,89.56,2716300,88.47
2010-10-22,88.66,88.86,87.9,88.86,954600,87.78
2010-10-21,88.92,89.87,87.8,88.57,1826200,87.49
2010-10-20,87.57,89.25,87.5,88.92,2506100,87.84
2010-10-19,88.19,88.71,86.43,87.14,2844400,86.08
2010-10-18,89.45,89.9,88.89,89.47,1953100,88.38
2010-10-15,90.05,90.5,88.65,89.62,2172800,88.53
2010-10-14,89.73,89.75,88.84,89.39,1577300,88.3
2010-10-13,88.56,90.63,88.26,89.75,2829700,88.66
2010-10-12,87.96,88.38,86.55,87.98,2255200,86.91
2010-10-11,88.96,88.96,88.1,88.4,1684500,87.32
2010-10-08,86.93,88.93,86.34,88.69,3697800,87.61
2010-10-07,87.65,87.68,85.93,86.74,1930500,85.68
2010-10-06,87.59,88.0,86.73,87.38,2108400,86.32
2010-10-05,86.23,88.45,86.12,87.83,3840200,86.76
2010-10-04,85.53,86.64,84.74,85.43,3371200,84.39
2010-10-01,86.41,87.42,85.23,85.64,3260800,84.6
2010-09-30,87.0,88.46,85.43,85.5,5114000,84.46
2010-09-29,84.51,86.57,84.01,86.37,5037300,85.32
2010-09-28,84.06,84.86,82.76,84.71,2880500,83.68
2010-09-27,84.61,84.87,83.95,84.07,2253600,83.05
2010-09-24,83.88,84.8,83.67,84.23,2383500,83.2
2010-09-23,83.56,84.42,82.37,82.66,2464200,81.65
2010-09-22,83.61,85.08,83.31,84.3,3618600,83.27
2010-09-21,83.22,83.75,82.41,83.63,3959000,82.61
2010-09-20,82.57,83.67,82.09,82.91,2491700,81.9
2010-09-17,82.85,82.85,81.81,82.28,3893600,81.28
2010-09-16,83.41,84.0,81.8,82.72,8247600,81.71
2010-09-15,84.86,86.31,84.6,85.94,2022100,84.89
2010-09-14,84.84,85.59,84.06,85.09,2184500,84.05
2010-09-13,85.25,86.35,84.28,84.62,2095000,83.59
2010-09-10,84.7,85.0,83.96,84.16,1166600,83.14
2010-09-09,85.12,85.86,84.13,84.28,1961400,83.25
2010-09-08,82.03,84.61,82.03,83.81,2311000,82.79
2010-09-07,82.24,82.76,81.33,81.98,1666700,80.86
2010-09-03,82.79,84.12,82.48,82.75,2585000,81.62
2010-09-02,81.51,82.15,81.01,81.72,2455400,80.61
2010-09-01,79.31,81.69,79.04,81.37,3479400,80.26
2010-08-31,78.51,79.4,77.34,78.05,2733500,76.99
2010-08-30,79.67,80.87,78.75,78.78,1511700,77.71
2010-08-27,79.51,80.57,77.89,80.46,1940900,79.36
2010-08-26,78.47,80.11,78.47,78.76,2316800,77.69
2010-08-25,78.11,79.14,77.25,78.75,2707300,77.68
2010-08-24,80.26,80.69,78.13,79.09,3030200,78.01
2010-08-23,82.27,83.27,81.33,81.44,2622000,80.33
2010-08-20,81.06,81.66,79.98,81.23,2572500,80.12
2010-08-19,83.5,83.92,80.94,81.58,2700000,80.47
2010-08-18,83.54,84.55,82.74,84.04,2518900,82.9
2010-08-17,81.95,84.47,81.74,83.76,2780600,82.62
2010-08-16,80.18,81.5,79.88,80.98,1942900,79.88
2010-08-13,81.78,82.2,80.78,80.8,1967600,79.7
2010-08-12,81.75,82.19,80.89,81.94,3022500,80.82
2010-08-11,85.42,85.48,82.47,83.13,3736600,82.0
2010-08-10,86.44,87.47,85.77,87.1,2778100,85.91
2010-08-09,85.56,87.74,85.52,87.29,2915400,86.1
2010-08-06,84.56,85.79,84.08,85.32,1845600,84.16
2010-08-05,85.18,86.05,84.85,85.75,2478000,84.58
2010-08-04,84.02,86.09,83.75,85.96,3289500,84.79
2010-08-03,84.46,84.46,82.75,83.63,2350200,82.49
2010-08-02,83.9,84.67,83.06,84.6,2471300,83.45
2010-07-30,81.23,82.99,80.67,82.55,2453600,81.43
2010-07-29,83.47,83.68,81.15,82.07,2335400,80.95
2010-07-28,81.75,83.05,81.41,82.84,2931000,81.71
2010-07-27,84.0,84.24,81.81,82.37,3282600,81.25
2010-07-26,82.26,83.64,82.0,83.39,7247800,82.25
2010-07-23,78.49,79.0,77.57,78.96,2800400,77.88
2010-07-22,75.71,78.74,75.71,78.53,4490400,77.46
2010-07-21,76.53,76.57,73.35,74.03,3010300,73.02
2010-07-20,74.1,76.04,73.26,75.91,2303800,74.88
2010-07-19,74.91,75.22,73.7,74.99,2248000,73.97
2010-07-16,76.8,76.99,74.37,74.61,3024200,73.59
2010-07-15,78.75,78.8,76.24,77.22,3884300,76.17
2010-07-14,77.01,79.12,76.91,78.73,5260100,77.66
2010-07-13,75.16,77.68,75.11,77.29,5278600,76.24
2010-07-12,75.21,75.4,73.58,74.16,2902600,73.15
2010-07-09,73.87,74.36,72.52,74.22,3500500,73.21
2010-07-08,73.49,74.44,72.63,73.68,3219300,72.68
2010-07-07,71.0,72.91,70.57,72.89,4839800,71.9
2010-07-06,72.23,72.71,70.06,70.7,5745100,69.74
2010-07-02,72.39,72.6,71.02,71.41,4719000,70.44
2010-07-01,70.71,72.19,69.78,72.0,6562400,71.02
2010-06-30,71.47,71.9,69.98,70.11,4570400,69.16
2010-06-29,74.01,74.27,70.94,71.51,5349400,70.54
2010-06-28,75.8,76.55,74.93,75.13,3176200,74.11
2010-06-25,76.12,76.24,74.42,75.96,8014300,74.93
2010-06-24,76.22,77.33,75.69,75.96,4112700,74.93
2010-06-23,76.43,77.22,75.44,76.59,4015900,75.55
2010-06-22,78.52,78.96,75.88,76.2,4665900,75.16
2010-06-21,79.69,80.09,78.02,78.58,3346100,77.51
2010-06-18,78.47,78.82,77.91,78.7,3733300,77.63
2010-06-17,78.5,78.52,77.13,78.11,7910200,77.05
2010-06-16,81.4,82.05,77.92,78.07,15058000,77.01
2010-06-15,82.1,83.15,81.63,83.01,3561500,81.88
2010-06-14,81.18,82.5,80.75,81.47,3507100,80.24
2010-06-11,79.53,80.74,78.82,80.63,2406100,79.41
2010-06-10,79.14,80.34,78.65,80.26,2725300,79.05
2010-06-09,79.38,80.25,77.12,77.55,3436000,76.38
2010-06-08,77.07,79.01,76.03,78.68,3405300,77.49
2010-06-07,79.93,79.93,76.45,76.52,4042700,75.37
2010-06-04,82.21,82.62,78.84,79.37,3875300,78.17
2010-06-03,83.84,84.85,82.66,83.98,2195100,82.71
2010-06-02,81.93,83.41,81.49,83.32,2242000,82.06
2010-06-01,82.49,83.41,81.2,81.29,2904400,80.06
2010-05-28,84.04,84.63,82.67,83.49,2313900,82.23
2010-05-27,83.16,84.29,82.13,84.16,2609600,82.89
2010-05-26,81.44,82.71,81.01,81.64,3179400,80.41
2010-05-25,79.11,80.89,78.29,80.71,4349900,79.49
2010-05-24,82.66,83.47,81.41,81.47,2364300,80.24
2010-05-21,80.14,83.35,79.41,83.06,4250000,81.81
2010-05-20,82.55,83.17,81.02,81.1,3747500,79.88
2010-05-19,83.27,84.71,82.12,84.09,2960600,82.82
2010-05-18,85.96,86.82,83.77,84.06,3215000,82.79
2010-05-17,86.13,86.96,84.0,85.89,2356000,84.6
2010-05-14,87.3,87.42,85.01,85.91,2682100,84.62
2010-05-13,89.35,89.62,87.67,87.98,1891100,86.65
2010-05-12,88.62,89.92,88.0,89.76,1779400,88.41
2010-05-11,86.93,89.62,86.32,88.11,2894900,86.78
2010-05-10,87.03,88.46,86.1,87.72,3517000,86.4
2010-05-07,86.16,86.16,81.8,83.14,4864000,81.89
2010-05-06,87.95,89.28,81.5,85.99,4072400,84.69
2010-05-05,88.45,89.64,87.85,88.56,2224600,87.23
2010-05-04,91.03,91.24,88.34,89.37,3572300,88.02
2010-05-03,90.68,92.74,90.32,92.47,2985000,91.08
2010-04-30,92.42,93.8,89.9,90.01,2653600,88.65
2010-04-29,91.47,92.8,91.28,92.58,2325600,91.18
2010-04-28,90.37,91.42,89.66,90.84,2439400,89.47
2010-04-27,91.73,92.71,89.43,89.72,2996400,88.37
2010-04-26,93.03,93.99,92.27,92.5,2075900,91.11
2010-04-23,91.93,92.83,91.3,92.81,2879700,91.41
2010-04-22,91.01,91.94,89.9,91.71,3302100,90.33
2010-04-21,91.98,92.5,91.12,91.5,2628500,90.12
