date,open,high,low,close,volume,adj close
2011-12-07,79.95,80.13,78.55,78.94,413000,78.94
2011-12-06,80.71,81.18,80.19,80.24,272500,80.24
2011-12-05,80.76,81.45,80.31,80.77,467700,80.77
2011-12-02,81.27,81.53,79.48,79.67,278800,79.67
2011-12-01,80.95,81.89,80.46,80.53,457000,80.53
2011-11-30,79.7,81.06,79.67,81.02,617800,81.02
2011-11-29,78.67,78.69,77.33,77.44,384900,77.44
2011-11-28,78.6,78.73,76.4,77.95,621100,77.95
2011-11-25,76.0,77.43,75.94,77.07,545300,77.07
2011-11-23,76.75,77.1,76.0,76.49,424400,76.49
2011-11-22,76.75,77.69,76.59,77.33,454700,77.33
2011-11-21,76.98,77.44,76.53,76.75,516200,76.75
2011-11-18,77.04,78.2,76.76,77.87,688300,77.87
2011-11-17,77.17,78.0,76.32,77.15,657500,77.15
2011-11-16,78.54,78.85,77.28,77.53,731100,77.53
2011-11-15,78.02,79.8,78.0,79.32,447400,79.32
2011-11-14,79.42,79.68,78.15,78.48,519900,78.48
2011-11-11,78.9,79.89,78.54,79.74,794600,79.74
2011-11-10,79.03,79.46,77.25,77.85,1037200,77.85
2011-11-09,79.69,80.0,77.79,78.22,976900,78.22
2011-11-08,81.96,82.54,80.72,81.4,449300,81.4
2011-11-07,81.02,81.49,79.95,81.48,519000,81.48
2011-11-04,81.56,81.83,80.7,81.09,373200,81.09
2011-11-03,81.35,82.7,80.86,82.14,501200,82.14
2011-11-02,81.69,82.05,80.7,81.07,545700,81.07
2011-11-01,81.15,82.99,80.3,80.71,592700,80.71
2011-10-31,83.28,85.34,83.28,83.58,515800,83.58
2011-10-28,88.29,88.38,84.17,84.34,720700,84.34
2011-10-27,87.56,89.48,86.79,88.41,759800,88.41
2011-10-26,84.7,85.73,83.09,85.46,424200,85.46
2011-10-25,85.68,86.0,84.0,84.2,514600,84.2
2011-10-24,84.24,85.94,84.24,85.86,414400,85.86
2011-10-21,83.54,84.08,82.6,84.04,424900,84.04
2011-10-20,82.75,83.09,81.07,82.45,531200,82.45
2011-10-19,84.98,85.18,82.67,83.02,288600,83.02
2011-10-18,83.64,85.36,82.45,84.95,317500,84.95
2011-10-17,84.5,85.1,83.03,83.43,329900,83.43
2011-10-14,84.49,84.82,83.44,84.82,215900,84.82
2011-10-13,83.31,83.66,82.8,83.57,239000,83.57
2011-10-12,83.64,84.67,83.33,83.44,310900,83.44
2011-10-11,83.61,83.8,82.81,83.26,215000,83.26
2011-10-10,81.83,83.74,81.64,83.74,341800,83.74
2011-10-07,81.6,81.88,79.96,80.56,368200,80.56
2011-10-06,80.54,81.22,79.47,81.22,337100,81.22
2011-10-05,80.5,80.6,79.1,80.32,424100,80.32
2011-10-04,77.34,80.35,76.23,80.23,741000,80.23
2011-10-03,79.92,81.24,77.99,78.7,531500,78.7
2011-09-30,80.39,81.61,80.15,80.72,535600,80.72
2011-09-29,82.86,83.09,79.37,81.21,325700,81.21
2011-09-28,84.21,85.14,81.43,81.57,521100,81.57
2011-09-27,83.69,85.19,83.19,83.93,467500,83.93
2011-09-26,80.62,83.52,79.8,83.42,549600,83.42
2011-09-23,78.0,80.76,77.85,80.35,570700,80.35
2011-09-22,79.41,80.99,78.06,78.73,600800,78.73
2011-09-21,83.88,84.5,81.32,81.34,355000,81.34
2011-09-20,83.29,85.54,83.04,83.96,521100,83.96
2011-09-19,83.06,83.65,81.58,83.09,389100,83.09
2011-09-16,84.34,84.97,83.35,83.92,685000,83.92
2011-09-15,84.14,84.3,82.73,83.82,339500,83.82
2011-09-14,81.89,84.12,80.39,83.3,537800,83.3
2011-09-13,81.18,81.94,80.25,81.61,423800,81.61
2011-09-12,79.24,81.05,79.02,80.87,524100,80.87
2011-09-09,83.0,83.0,79.31,80.18,1118900,80.18
2011-09-08,84.07,84.35,83.3,83.7,351200,83.7
2011-09-07,83.79,84.31,83.32,84.3,386100,84.3
2011-09-06,80.78,82.78,79.98,82.68,637800,82.68
2011-09-02,84.2,84.49,82.74,82.83,533100,82.83
2011-09-01,87.92,87.99,85.31,85.5,627800,85.5
2011-08-31,88.0,88.85,87.0,87.71,427200,87.71
2011-08-30,87.16,87.83,86.29,87.4,355300,87.4
2011-08-29,84.17,87.38,84.17,87.36,551200,87.36
2011-08-26,82.85,84.46,81.38,84.34,409500,84.34
2011-08-25,84.82,85.26,82.77,83.15,572100,83.15
2011-08-24,83.62,84.67,82.63,84.41,688700,84.41
2011-08-23,81.29,83.65,80.22,83.65,570600,83.65
2011-08-22,81.24,81.74,80.02,81.12,553400,81.12
2011-08-19,78.09,80.82,78.01,79.96,1133400,79.96
2011-08-18,79.19,79.72,77.79,79.22,829500,79.22
2011-08-17,80.73,82.14,80.31,80.8,488200,80.8
2011-08-16,80.23,80.85,79.55,80.44,430900,80.44
2011-08-15,80.47,81.61,79.83,80.84,513500,80.84
2011-08-12,79.45,80.2,77.76,79.91,472000,79.91
2011-08-11,74.89,80.1,74.57,79.22,719100,79.22
2011-08-10,77.12,78.01,74.32,74.45,975800,74.45
2011-08-09,75.1,78.72,73.05,78.72,1020800,78.72
2011-08-08,76.19,77.84,74.01,74.09,1150200,74.09
2011-08-05,78.61,80.25,76.73,78.81,1358000,78.81
2011-08-04,81.46,81.53,78.02,78.04,921800,78.04
2011-08-03,80.6,82.78,78.12,82.64,1590100,82.64
2011-08-02,80.87,81.88,80.4,80.44,877800,80.44
2011-08-01,82.54,83.0,81.18,81.49,863300,81.49
2011-07-29,83.35,83.61,82.0,82.12,1080100,82.12
2011-07-28,87.7,87.97,83.44,84.36,1667200,84.36
2011-07-27,90.83,91.33,88.81,89.46,460900,89.46
2011-07-26,91.84,91.84,90.35,91.52,304600,91.52
2011-07-25,91.59,92.18,91.11,92.11,307200,92.11
2011-07-22,92.61,92.82,91.59,92.19,204700,92.19
2011-07-21,91.36,93.53,91.36,92.6,282400,92.6
2011-07-20,91.99,92.07,91.04,91.35,173100,91.35
2011-07-19,90.57,92.11,90.57,92.09,236300,92.09
2011-07-18,90.46,90.46,89.51,89.8,223800,89.8
2011-07-15,90.17,90.93,89.77,90.91,376200,90.91
2011-07-14,91.66,92.01,89.73,89.9,301300,89.9
2011-07-13,92.19,92.74,91.33,91.49,264200,91.49
2011-07-12,91.47,91.79,91.04,91.33,364200,91.33
2011-07-11,92.17,92.31,91.04,91.4,221400,91.4
2011-07-08,92.35,92.94,91.6,92.91,222700,92.91
2011-07-07,93.09,93.95,92.45,93.0,350500,93.0
2011-07-06,91.72,92.57,91.34,92.5,588800,92.5
2011-07-05,90.99,92.1,90.89,91.72,537500,91.72
2011-07-01,89.56,91.25,89.36,91.22,519500,91.22
2011-06-30,88.15,89.34,88.01,89.12,360000,89.12
2011-06-29,87.7,88.5,87.5,88.15,432000,88.15
2011-06-28,86.89,87.82,86.82,87.77,421900,87.77
2011-06-27,85.19,87.05,84.99,86.83,354100,86.83
2011-06-24,87.02,87.44,85.0,85.61,483000,85.61
2011-06-23,87.16,87.53,86.2,86.98,623900,86.98
2011-06-22,87.1,88.5,86.89,87.97,473200,87.97
2011-06-21,87.34,87.38,86.25,87.31,339800,87.31
2011-06-20,86.0,87.51,86.0,86.85,267200,86.85
2011-06-17,86.92,87.51,86.37,86.41,584300,86.41
2011-06-16,84.79,85.83,84.41,85.68,440600,85.68
2011-06-15,84.89,85.57,84.39,84.39,642000,84.39
2011-06-14,85.57,86.0,85.19,85.74,456500,85.74
2011-06-13,85.05,85.88,84.98,85.05,334700,85.05
2011-06-10,85.6,85.89,84.86,84.9,371600,84.9
2011-06-09,85.81,86.37,85.07,86.08,275500,86.08
2011-06-08,85.36,85.74,85.0,85.28,339200,85.28
2011-06-07,85.61,86.29,85.16,85.7,332500,85.7
2011-06-06,85.06,86.37,85.0,85.55,439300,85.55
2011-06-03,86.37,86.72,85.67,85.69,420700,85.69
2011-06-02,87.6,88.17,86.55,87.61,345900,87.61
2011-06-01,88.98,89.09,87.22,87.32,427400,87.32
2011-05-31,88.78,89.22,87.89,89.09,623800,89.09
2011-05-27,88.97,89.65,88.17,88.34,371300,88.34
2011-05-26,87.33,89.49,87.21,89.15,568300,89.15
2011-05-25,87.28,88.19,86.74,87.77,658100,87.77
2011-05-24,88.66,88.86,87.16,87.8,716400,87.8
2011-05-23,90.15,90.31,88.45,88.77,565800,88.77
2011-05-20,92.66,92.75,91.29,91.61,323100,91.61
2011-05-19,92.98,93.36,92.2,92.72,286400,92.72
2011-05-18,92.01,92.95,91.44,92.66,408800,92.66
2011-05-17,91.56,92.2,90.89,91.79,498900,91.79
2011-05-16,92.3,92.49,91.23,91.35,428600,91.35
2011-05-13,93.66,93.93,92.74,93.02,415100,93.02
2011-05-12,91.18,93.76,90.83,93.74,552000,93.74
2011-05-11,92.02,92.19,91.04,91.67,405400,91.67
2011-05-10,91.01,92.13,90.7,91.89,399500,91.89
2011-05-09,90.48,91.41,90.11,90.97,339300,90.97
2011-05-06,90.46,91.29,90.05,90.3,784400,90.3
2011-05-05,89.53,89.84,88.77,89.35,559200,89.35
2011-05-04,89.29,89.93,88.29,89.76,641000,89.76
2011-05-03,90.26,90.91,88.96,89.75,579200,89.75
2011-05-02,91.97,91.98,90.51,90.67,534000,90.67
2011-04-29,91.43,91.95,90.78,91.28,1082500,91.28
2011-04-28,94.0,94.91,90.82,91.12,801700,91.12
2011-04-27,93.94,94.63,92.85,94.29,625400,94.29
2011-04-26,94.42,95.71,93.32,93.43,575100,93.43
2011-04-25,93.77,94.49,93.33,94.24,348300,94.24
2011-04-21,93.02,93.96,92.93,93.16,278800,93.16
2011-04-20,91.7,92.95,91.53,92.91,340200,92.91
2011-04-19,90.71,90.9,90.22,90.66,302800,90.66
2011-04-18,90.91,90.97,89.5,90.44,363000,90.44
2011-04-15,91.03,91.93,90.03,91.93,426800,91.93
2011-04-14,90.15,90.92,89.66,90.66,353400,90.66
2011-04-13,90.87,91.3,89.92,90.69,343900,90.69
2011-04-12,89.68,91.34,89.65,90.43,425600,90.43
2011-04-11,89.66,91.15,89.61,90.35,463900,90.35
2011-04-08,90.59,90.67,89.06,89.7,346300,89.7
2011-04-07,91.91,92.07,89.48,90.5,476600,90.5
2011-04-06,92.71,93.03,91.86,92.28,488700,92.28
2011-04-05,91.91,92.7,90.9,92.56,493600,92.56
2011-04-04,91.54,92.29,91.17,92.22,365700,92.22
2011-04-01,88.99,91.03,88.91,91.03,705000,91.03
2011-03-31,88.41,88.97,87.72,88.67,439200,88.67
2011-03-30,88.93,88.98,88.18,88.18,482400,88.18
2011-03-29,87.45,88.39,86.85,88.3,310500,88.3
2011-03-28,88.89,89.22,87.6,87.69,306700,87.69
2011-03-25,88.15,89.71,87.9,88.82,415200,88.82
2011-03-24,86.85,87.97,86.25,87.9,372600,87.9
2011-03-23,85.55,86.96,85.01,86.51,280100,86.51
2011-03-22,86.12,86.35,85.49,85.7,283500,85.7
2011-03-21,86.5,86.5,85.27,86.02,757900,86.02
2011-03-18,86.04,87.45,84.94,85.23,718400,85.23
2011-03-17,85.74,86.37,84.7,85.48,327700,85.48
2011-03-16,85.95,86.15,83.55,84.81,509000,84.81
2011-03-15,85.58,87.22,85.29,86.54,598300,86.54
2011-03-14,86.7,88.28,86.18,87.92,634900,87.92
2011-03-11,85.85,87.53,85.85,86.87,323800,86.87
2011-03-10,86.75,87.16,85.96,86.35,507300,86.35
2011-03-09,87.25,88.08,86.24,87.69,524200,87.69
2011-03-08,84.74,87.74,83.68,87.55,624100,87.55
2011-03-07,85.85,86.65,83.38,84.71,489800,84.71
2011-03-04,86.57,87.29,85.46,85.9,329500,85.9
2011-03-03,86.15,87.33,85.81,86.97,487400,86.97
2011-03-02,84.04,85.8,83.79,85.54,531100,85.54
2011-03-01,86.74,87.46,83.65,83.88,568100,83.88
2011-02-28,86.3,87.23,85.92,86.42,507200,86.42
2011-02-25,84.76,85.95,84.46,85.86,396500,85.86
2011-02-24,84.61,84.66,84.11,84.46,471800,84.46
2011-02-23,86.25,86.56,84.66,84.66,520500,84.66
2011-02-22,86.75,87.52,86.08,86.31,562600,86.31
2011-02-18,86.2,87.38,86.07,87.38,541700,87.38
2011-02-17,85.14,86.7,85.13,86.28,505500,86.28
2011-02-16,84.17,85.69,84.17,85.51,635700,85.51
2011-02-15,84.35,85.35,83.89,84.9,294600,84.9
2011-02-14,84.28,84.83,83.62,84.83,441200,84.83
2011-02-11,84.16,84.75,83.58,84.28,370500,84.28
2011-02-10,83.58,84.85,83.51,84.46,418300,84.46
2011-02-09,84.83,84.83,83.94,84.31,436200,84.31
2011-02-08,84.71,85.14,84.01,85.0,642800,85.0
2011-02-07,84.1,85.78,84.01,84.91,833900,84.91
2011-02-04,84.15,87.91,82.46,83.63,1740000,83.63
2011-02-03,78.0,79.16,77.34,79.07,469100,79.07
2011-02-02,79.34,79.51,77.61,78.4,520700,78.4
2011-02-01,79.06,80.0,78.84,79.7,648300,79.7
2011-01-31,78.26,79.0,77.83,78.49,824300,78.49
2011-01-28,79.46,79.85,78.04,78.44,550700,78.44
2011-01-27,79.45,79.68,78.95,79.25,645700,79.25
2011-01-26,79.74,80.05,79.11,79.34,544700,79.34
2011-01-25,80.03,80.45,79.2,79.9,342900,79.9
2011-01-24,79.27,80.61,79.27,80.27,456100,80.27
2011-01-21,78.55,79.27,78.1,79.2,636800,79.2
2011-01-20,78.71,79.78,78.3,78.64,372800,78.64
2011-01-19,78.92,79.64,78.63,79.02,431700,79.02
2011-01-18,78.09,79.01,77.76,78.78,443300,78.78
2011-01-14,77.03,78.16,76.9,78.13,365100,78.13
2011-01-13,78.0,78.1,77.01,77.32,387700,77.32
2011-01-12,77.72,78.64,77.3,78.04,355900,78.04
2011-01-11,77.19,77.8,76.73,77.3,412600,77.3
2011-01-10,77.41,77.61,76.57,77.0,445700,77.0
2011-01-07,78.85,79.16,77.39,77.74,426900,77.74
2011-01-06,79.0,79.37,78.21,78.57,376300,78.57
2011-01-05,79.45,79.75,78.97,79.25,671200,79.25
2011-01-04,79.85,80.0,77.29,79.26,1237100,79.26
2011-01-03,81.69,82.21,81.41,81.65,367900,81.65
2010-12-31,81.22,81.48,80.77,80.92,265900,80.92
2010-12-30,81.62,81.84,81.34,81.42,151600,81.42
2010-12-29,80.68,82.16,80.67,81.78,495300,81.78
2010-12-28,80.03,80.63,79.8,80.46,304700,80.46
2010-12-27,79.13,80.42,78.39,80.09,260500,80.09
2010-12-23,79.74,80.26,79.27,79.45,287500,79.45
2010-12-22,79.48,80.32,79.48,79.94,203200,79.94
2010-12-21,79.97,80.64,79.35,79.61,260100,79.61
2010-12-20,79.86,80.34,78.45,79.5,434500,79.5
2010-12-17,78.72,79.2,77.98,78.91,1777600,78.91
2010-12-16,79.56,79.6,78.06,78.69,780200,78.69
2010-12-15,80.08,80.59,79.25,79.64,897600,79.64
2010-12-14,79.89,80.41,79.44,80.4,576200,80.4
2010-12-13,79.02,79.72,78.82,79.5,524000,79.5
2010-12-10,78.0,79.02,77.65,78.59,471300,78.59
2010-12-09,77.25,77.99,76.73,77.78,408400,77.78
2010-12-08,77.31,78.06,76.94,77.22,528400,77.22
2010-12-07,78.02,78.34,77.12,77.36,487200,77.36
2010-12-06,77.21,77.47,76.59,77.38,365800,77.38
2010-12-03,76.91,77.33,76.34,77.12,425800,77.12
2010-12-02,75.5,77.5,75.07,77.25,781800,77.25
2010-12-01,74.49,75.65,74.38,75.54,712100,75.54
2010-11-30,72.4,74.12,72.4,73.9,963300,73.9
2010-11-29,72.62,73.62,71.82,73.4,441600,73.4
2010-11-26,73.34,73.67,72.67,72.69,211500,72.69
2010-11-24,72.5,74.29,72.5,73.8,448600,73.8
2010-11-23,71.87,72.44,71.5,72.12,339400,72.12
2010-11-22,71.73,73.38,71.7,72.78,327800,72.78
2010-11-19,71.64,72.76,71.17,72.5,372300,72.5
2010-11-18,70.94,72.63,70.94,71.51,510900,71.51
2010-11-17,70.47,70.84,69.8,70.26,597100,70.26
2010-11-16,70.9,71.16,70.27,70.55,528000,70.55
2010-11-15,71.62,72.59,71.16,71.34,338000,71.34
2010-11-12,71.49,72.01,70.82,71.24,353400,71.24
2010-11-11,71.15,72.16,71.02,72.08,295200,72.08
2010-11-10,71.74,72.14,71.0,71.83,299500,71.83
2010-11-09,71.48,71.85,70.95,71.61,475600,71.61
2010-11-08,71.85,72.13,71.0,71.49,641500,71.49
2010-11-05,72.98,73.17,72.07,72.39,411300,72.39
2010-11-04,72.99,73.0,71.99,72.68,660900,72.68
2010-11-03,72.3,72.38,71.6,72.2,378500,72.2
2010-11-02,72.05,72.95,71.9,72.43,427000,72.43
2010-11-01,71.64,72.85,71.05,71.48,376200,71.48
2010-10-29,70.8,72.18,70.4,71.74,418300,71.74
2010-10-28,71.9,72.97,70.17,71.07,749800,71.07
2010-10-27,71.82,71.97,70.92,71.94,518700,71.94
2010-10-26,72.24,73.35,72.03,72.78,369400,72.78
2010-10-25,72.71,73.45,72.5,72.6,302200,72.6
2010-10-22,72.39,72.39,71.66,72.21,231300,72.21
2010-10-21,72.34,72.88,71.77,72.21,350200,72.21
2010-10-20,71.4,72.67,71.4,72.27,302900,72.27
2010-10-19,72.3,72.69,70.86,71.18,303800,71.18
2010-10-18,71.75,72.77,71.63,72.62,458600,72.62
2010-10-15,72.45,72.67,71.36,71.9,376300,71.9
2010-10-14,72.23,72.55,71.63,71.9,229800,71.9
2010-10-13,71.06,72.57,71.06,72.19,390500,72.19
2010-10-12,71.16,71.16,69.75,70.82,640900,70.82
2010-10-11,71.58,71.94,71.0,71.16,267100,71.16
2010-10-08,71.13,72.19,71.03,71.65,477700,71.65
2010-10-07,72.23,72.23,71.28,71.46,326400,71.46
2010-10-06,71.51,72.3,70.79,71.91,503100,71.91
2010-10-05,70.46,72.05,70.35,71.77,761000,71.77
2010-10-04,70.87,71.0,69.17,69.75,458200,69.75
2010-10-01,70.09,71.17,70.07,70.73,827300,70.73
2010-09-30,70.49,70.7,69.18,69.48,538000,69.48
2010-09-29,68.65,70.3,68.52,69.75,427100,69.75
2010-09-28,68.74,69.59,68.07,68.95,661800,68.95
2010-09-27,69.75,69.98,68.53,68.57,380000,68.57
2010-09-24,69.35,69.86,68.83,69.86,538600,69.86
2010-09-23,69.84,70.0,68.5,68.61,429600,68.61
2010-09-22,70.4,70.98,70.04,70.19,324100,70.19
2010-09-21,70.21,70.53,69.65,70.36,536100,70.36
2010-09-20,70.3,70.3,69.58,69.78,505100,69.78
2010-09-17,69.94,70.13,69.34,69.97,698200,69.97
2010-09-16,69.9,70.02,69.2,69.66,670700,69.66
2010-09-15,69.56,70.18,69.27,70.09,502500,70.09
2010-09-14,69.3,70.0,69.15,69.86,614000,69.86
2010-09-13,69.3,69.46,68.69,69.33,443500,69.33
2010-09-10,68.3,69.15,68.03,69.0,410700,69.0
2010-09-09,67.75,68.89,67.75,68.13,655600,68.13
2010-09-08,66.53,67.55,66.4,67.49,443400,67.49
2010-09-07,66.42,66.81,66.03,66.31,347100,66.31
2010-09-03,67.15,67.32,66.39,66.53,688000,66.53
2010-09-02,66.5,66.61,66.06,66.5,438500,66.5
2010-09-01,65.86,66.92,65.86,66.56,627800,66.56
2010-08-31,66.12,66.23,65.27,65.5,524500,65.5
2010-08-30,66.02,66.64,65.31,66.25,526700,66.25
2010-08-27,64.77,66.21,64.32,66.04,478800,66.04
2010-08-26,65.09,65.8,64.35,64.58,370800,64.58
2010-08-25,64.64,65.06,63.57,64.88,800700,64.88
2010-08-24,65.6,65.82,65.07,65.2,441700,65.2
2010-08-23,66.41,67.01,65.62,65.82,565700,65.82
2010-08-20,64.98,66.0,64.65,65.92,771500,65.92
2010-08-19,66.81,66.86,65.28,66.12,628300,66.12
2010-08-18,67.05,67.47,66.42,67.06,519700,67.06
2010-08-17,66.3,67.21,65.7,67.0,674300,67.0
2010-08-16,64.76,66.01,64.18,65.76,968200,65.76
2010-08-13,64.24,64.93,64.13,64.76,651300,64.76
2010-08-12,63.18,64.84,62.7,64.52,724200,64.52
2010-08-11,63.93,64.13,63.2,63.62,841600,63.62
2010-08-10,64.54,65.15,63.9,64.57,476400,64.57
2010-08-09,64.49,65.07,64.21,64.93,428300,64.93
2010-08-06,63.5,64.26,62.85,64.26,516100,64.26
2010-08-05,63.94,64.55,63.78,64.16,419700,64.16
2010-08-04,63.86,64.52,63.78,64.38,598100,64.38
2010-08-03,63.32,64.37,63.03,63.67,679400,63.67
2010-08-02,63.72,64.1,63.02,63.57,657200,63.57
2010-07-30,62.27,63.03,61.66,63.0,772400,63.0
2010-07-29,62.78,63.23,61.02,62.57,1673900,62.57
2010-07-28,64.5,64.53,63.33,63.89,774700,63.89
2010-07-27,65.5,65.82,63.71,64.51,838700,64.51
2010-07-26,64.73,65.44,64.54,65.41,672200,65.41
2010-07-23,63.51,64.8,63.17,64.77,768600,64.77
2010-07-22,64.26,64.84,63.25,63.45,1171900,63.45
2010-07-21,64.31,65.31,63.1,63.91,1386100,63.91
2010-07-20,64.46,65.82,64.37,65.82,778300,65.82
2010-07-19,64.87,65.54,64.29,64.96,465400,64.96
2010-07-16,65.86,65.9,64.21,64.57,926500,64.57
2010-07-15,66.15,66.77,65.35,65.87,711500,65.87
2010-07-14,66.15,66.26,65.64,66.21,568500,66.21
2010-07-13,66.32,66.88,65.81,66.23,785800,66.23
2010-07-12,65.64,66.11,65.25,65.95,454000,65.95
2010-07-09,65.5,67.0,65.2,65.54,569000,65.54
2010-07-08,65.6,65.74,64.62,65.31,670300,65.31
2010-07-07,64.04,65.25,63.74,65.25,1084900,65.25
2010-07-06,64.93,65.09,63.5,63.97,959600,63.97
2010-07-02,65.28,65.83,64.27,64.52,834200,64.52
2010-07-01,65.78,65.83,64.71,65.24,1074700,65.24
2010-06-30,65.68,66.33,65.27,65.58,1160200,65.58
2010-06-29,65.02,66.75,65.02,65.94,1294700,65.94
2010-06-28,66.12,67.03,65.38,66.57,849500,66.57
2010-06-25,64.87,66.19,64.67,66.0,1101800,66.0
2010-06-24,64.5,65.05,64.22,64.59,766600,64.59
2010-06-23,64.93,65.18,63.98,64.46,875100,64.46
2010-06-22,65.52,66.3,64.68,64.8,1081900,64.8
2010-06-21,65.76,65.93,64.88,65.27,814600,65.27
2010-06-18,65.09,66.12,65.02,65.44,1408900,65.44
2010-06-17,64.88,65.16,64.4,65.08,736400,65.08
2010-06-16,64.17,64.85,63.99,64.68,837500,64.68
2010-06-15,63.98,64.55,63.79,64.51,918400,64.51
2010-06-14,64.0,64.08,63.56,63.72,986700,63.72
2010-06-11,62.8,63.6,62.48,63.57,983000,63.57
2010-06-10,62.2,64.07,61.93,63.19,2318000,63.19
2010-06-09,59.32,61.57,59.2,61.46,1933300,61.46
2010-06-08,57.26,58.99,57.0,58.79,748000,58.79
2010-06-07,58.18,58.31,57.2,57.3,577400,57.3
2010-06-04,59.05,59.74,58.13,58.25,885900,58.25
2010-06-03,59.62,60.02,59.53,59.94,762100,59.94
2010-06-02,58.85,59.52,58.13,59.52,804100,59.52
2010-06-01,58.28,59.22,57.72,58.43,1188600,58.43
2010-05-28,57.6,58.9,57.29,58.62,1040400,58.62
2010-05-27,57.18,57.94,56.91,57.94,910900,57.94
2010-05-26,57.23,58.25,56.18,56.44,1108900,56.44
2010-05-25,56.01,56.82,55.66,56.7,826400,56.7
2010-05-24,56.84,57.72,56.72,56.76,532100,56.76
2010-05-21,56.1,57.57,56.03,57.54,990000,57.54
2010-05-20,57.42,58.07,56.74,56.91,931400,56.91
2010-05-19,58.05,59.02,57.73,58.36,1134500,58.36
2010-05-18,57.8,58.84,57.75,58.06,1033900,58.06
2010-05-17,56.94,57.6,56.62,57.44,611200,57.44
2010-05-14,57.05,57.17,56.34,56.7,504000,56.7
2010-05-13,57.71,57.77,57.09,57.19,402700,57.19
2010-05-12,57.58,57.93,57.25,57.77,595400,57.77
2010-05-11,57.0,58.16,56.78,57.57,396000,57.57
2010-05-10,56.86,57.8,56.78,57.64,613600,57.64
2010-05-07,55.62,56.42,55.26,55.53,825500,55.53
2010-05-06,57.43,57.57,54.58,56.03,915000,56.03
2010-05-05,57.28,57.84,57.05,57.44,515000,57.44
2010-05-04,58.23,58.26,56.87,57.44,594200,57.44
2010-05-03,58.91,59.15,58.37,58.61,1095900,58.61
2010-04-30,58.33,59.53,58.14,58.9,901700,58.9
2010-04-29,57.5,58.2,57.14,58.1,763600,58.1
2010-04-28,56.09,57.22,55.82,57.07,569700,57.07
2010-04-27,56.95,57.18,55.91,56.0,474300,56.0
2010-04-26,56.87,57.45,56.82,57.16,519200,57.16
2010-04-23,56.99,57.34,56.59,57.0,666600,57.0
2010-04-22,55.63,56.64,55.28,56.56,424600,56.56
2010-04-21,55.91,55.99,55.36,55.75,613000,55.75
2010-04-20,55.95,56.12,55.48,56.12,392500,56.12
2010-04-19,55.66,55.86,55.3,55.86,765100,55.86
2010-04-16,55.61,55.94,55.46,55.66,674800,55.66
2010-04-15,55.16,56.0,55.14,55.75,569200,55.75
2010-04-14,55.8,55.93,54.94,55.9,1100400,55.9
2010-04-13,55.38,56.0,55.18,55.81,498500,55.81
2010-04-12,54.7,55.68,54.49,55.57,539300,55.57
2010-04-09,54.29,54.58,53.83,54.58,329800,54.58
2010-04-08,54.5,54.5,54.06,54.35,431800,54.35
2010-04-07,54.88,54.91,54.46,54.57,420200,54.57
2010-04-06,54.75,55.25,54.75,55.14,379100,55.14
2010-04-05,54.77,55.17,54.68,55.08,385400,55.08
2010-04-01,54.67,55.03,54.27,54.77,378900,54.77
2010-03-31,54.26,54.85,54.26,54.5,350900,54.5
2010-03-30,55.2,55.2,54.57,54.9,302000,54.9
2010-03-29,54.72,55.37,54.52,55.04,358500,55.04
2010-03-26,54.7,54.7,54.29,54.5,415900,54.5
2010-03-25,54.78,54.93,54.41,54.5,514700,54.5
2010-03-24,55.49,55.86,54.34,54.71,756500,54.71
2010-03-23,56.07,56.44,56.02,56.38,264200,56.38
2010-03-22,55.53,56.25,55.14,56.1,457000,56.1
2010-03-19,55.94,56.55,55.16,55.61,978700,55.61
2010-03-18,55.29,55.57,55.16,55.49,312000,55.49
2010-03-17,55.25,55.62,55.08,55.49,326200,55.49
2010-03-16,54.82,55.36,54.82,55.27,271300,55.27
2010-03-15,54.59,55.04,54.16,54.93,373700,54.93
2010-03-12,54.6,54.86,54.2,54.49,299600,54.49
2010-03-11,54.38,54.56,54.03,54.56,514200,54.56
2010-03-10,54.57,54.7,54.27,54.38,622600,54.38
2010-03-09,54.57,54.91,54.36,54.65,382700,54.65
2010-03-08,55.15,55.16,54.57,54.68,392500,54.68
2010-03-05,55.3,55.71,55.26,55.35,364300,55.35
2010-03-04,55.75,55.83,55.2,55.3,542500,55.3
2010-03-03,56.31,56.41,55.58,55.78,361800,55.78
2010-03-02,56.5,56.5,55.43,56.14,997600,56.14
2010-03-01,55.32,55.57,55.2,55.57,410700,55.57
2010-02-26,56.09,56.09,54.96,55.18,774000,55.18
2010-02-25,54.26,56.0,54.13,55.93,973800,55.93
2010-02-24,54.34,54.93,53.96,54.83,845400,54.83
2010-02-23,54.46,54.68,53.96,53.98,866100,53.98
2010-02-22,54.27,54.64,53.99,54.6,932100,54.6
2010-02-19,53.29,54.55,53.29,54.3,806100,54.3
2010-02-18,53.14,53.6,53.03,53.5,557700,53.5
